NAME	TITLE	SCORE	
MON1B	MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]	-0.0170941	
SLC25A35	solute carrier family 25 member 35 [Source:HGNC Symbol;Acc:HGNC:31921]	-0.017097028	
DCHS1	dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:HGNC:13681]	-0.017129801	
ALDOB	aldolase, fructose-bisphosphate B [Source:HGNC Symbol;Acc:HGNC:417]	-0.017160919	
ATAD3B	ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]	-0.017166432	
RAD50	RAD50 double strand break repair protein [Source:HGNC Symbol;Acc:HGNC:9816]	-0.017170517	
THEMIS	thymocyte selection associated [Source:HGNC Symbol;Acc:HGNC:21569]	-0.017198907	
TRIB2	tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]	-0.017199783	
DNAJC27	DnaJ heat shock protein family (Hsp40) member C27 [Source:HGNC Symbol;Acc:HGNC:30290]	-0.017334474	
CYP39A1	cytochrome P450 family 39 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:17449]	-0.017343462	
CHURC1-FNTB	CHURC1-FNTB readthrough [Source:HGNC Symbol;Acc:HGNC:42960]	-0.01741433	
CPSF2	cleavage and polyadenylation specific factor 2 [Source:HGNC Symbol;Acc:HGNC:2325]	-0.017441995	
RAPGEF5	Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862]	-0.017452061	
GOLT1A	golgi transport 1A [Source:HGNC Symbol;Acc:HGNC:24766]	-0.017471014	
ITGA5	integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]	-0.017486518	
RNF214	ring finger protein 214 [Source:HGNC Symbol;Acc:HGNC:25335]	-0.017515453	
HOXA3	homeobox A3 [Source:HGNC Symbol;Acc:HGNC:5104]	-0.01753061	
SLC44A3	solute carrier family 44 member 3 [Source:HGNC Symbol;Acc:HGNC:28689]	-0.017559966	
OR10S1	olfactory receptor family 10 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:14807]	-0.01756444	
DZIP1L	DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]	-0.017566755	
KRTAP16-1	keratin associated protein 16-1 [Source:HGNC Symbol;Acc:HGNC:18916]	-0.017573556	
EPB41	erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]	-0.01760514	
GLIPR2	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]	-0.017620828	
ZAN	zonadhesin (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:12857]	-0.01762612	
TYW1B	tRNA-yW synthesizing protein 1 homolog B [Source:HGNC Symbol;Acc:HGNC:33908]	-0.017627379	
ZNF114	zinc finger protein 114 [Source:HGNC Symbol;Acc:HGNC:12894]	-0.017643372	
RLN1	relaxin 1 [Source:HGNC Symbol;Acc:HGNC:10026]	-0.017657654	
SLC7A7	solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]	-0.017668	
KLF2	Kruppel like factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]	-0.017687356	
AMD1	adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:457]	-0.017689262	
KLF7	Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]	-0.017713841	
RBM46	RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401]	-0.017765364	
TRNAU1AP	tRNA selenocysteine 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30813]	-0.017786415	
PEX11B	peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853]	-0.017866954	
NOC4L	nucleolar complex associated 4 homolog [Source:HGNC Symbol;Acc:HGNC:28461]	-0.017883206	
C7orf26	chromosome 7 open reading frame 26 [Source:HGNC Symbol;Acc:HGNC:21702]	-0.017937988	
FLAD1	flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:HGNC:24671]	-0.017971575	
MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]	-0.01798852	
CH25H	cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]	-0.018053195	
LRFN5	leucine rich repeat and fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20360]	-0.018059704	
HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033]	-0.018087972	
G6PC3	glucose-6-phosphatase catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:24861]	-0.018110666	
FAP	fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]	-0.018119872	
MTMR4	myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452]	-0.018185394	
IFT52	intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]	-0.018201053	
AHNAK	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]	-0.018233065	
POLR3GL	RNA polymerase III subunit G like [Source:HGNC Symbol;Acc:HGNC:28466]	-0.018240878	
NDUFA3	NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]	-0.01828667	
SYTL3	synaptotagmin like 3 [Source:HGNC Symbol;Acc:HGNC:15587]	-0.018302696	
GRIK1	glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]	-0.018305443	
ARPC1A	actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]	-0.018315312	
FKBP14	FKBP prolyl isomerase 14 [Source:HGNC Symbol;Acc:HGNC:18625]	-0.018318754	
GINS1	GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980]	-0.01834131	
SLC4A11	solute carrier family 4 member 11 [Source:HGNC Symbol;Acc:HGNC:16438]	-0.018353779	
MLF2	myeloid leukemia factor 2 [Source:HGNC Symbol;Acc:HGNC:7126]	-0.018355034	
RAD52	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]	-0.018370202	
SFRP2	secreted frizzled related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777]	-0.018381836	
CFI	complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]	-0.018448507	
TDO2	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]	-0.018470267	
PCNX2	pecanex 2 [Source:HGNC Symbol;Acc:HGNC:8736]	-0.018480504	
CLPSL1	colipase like 1 [Source:HGNC Symbol;Acc:HGNC:21251]	-0.018484078	
RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:HGNC:26935]	-0.018586852	
OSR1	odd-skipped related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8111]	-0.018667521	
RREB1	ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]	-0.018683504	
HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	-0.018694984	
ZNRF4	zinc and ring finger 4 [Source:HGNC Symbol;Acc:HGNC:17726]	-0.018711075	
ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]	-0.018737718	
SAXO1	stabilizer of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:28566]	-0.018759938	
TAOK2	TAO kinase 2 [Source:HGNC Symbol;Acc:HGNC:16835]	-0.018768732	
PRR12	proline rich 12 [Source:HGNC Symbol;Acc:HGNC:29217]	-0.018779602	
RASGEF1B	RasGEF domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24881]	-0.01877968	
ARID1A	AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]	-0.018787444	
SPTLC3	serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]	-0.018836517	
ME1	malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]	-0.018847728	
NEURL1B	neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]	-0.01885165	
CFHR5	complement factor H related 5 [Source:HGNC Symbol;Acc:HGNC:24668]	-0.018854119	
SLC26A10	solute carrier family 26 member 10 [Source:HGNC Symbol;Acc:HGNC:14470]	-0.018860998	
AFG1L	AFG1 like ATPase [Source:HGNC Symbol;Acc:HGNC:16411]	-0.018865442	
TLCD4-RWDD3	TLCD4-RWDD3 readthrough [Source:HGNC Symbol;Acc:HGNC:49388]	-0.018907672	
CACFD1	calcium channel flower domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1365]	-0.01891163	
ALG10	ALG10 alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]	-0.018945383	
FOXC2	forkhead box C2 [Source:HGNC Symbol;Acc:HGNC:3801]	-0.018948352	
SOX14	SRY-box transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:11193]	-0.01895286	
PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin [Source:HGNC Symbol;Acc:HGNC:9016]	-0.018958528	
VWA8	von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]	-0.018978355	
C9orf40	chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:23433]	-0.018987415	
ATP8A1	ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531]	-0.019014219	
ELMOD3	ELMO domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158]	-0.019028623	
SLC25A33	solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]	-0.019035375	
BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]	-0.019068966	
STK3	serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:11406]	-0.019073082	
RCAN2	regulator of calcineurin 2 [Source:HGNC Symbol;Acc:HGNC:3041]	-0.019078484	
PID1	phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084]	-0.019108182	
TATDN3	TatD DNase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27010]	-0.019122504	
CLEC17A	C-type lectin domain containing 17A [Source:HGNC Symbol;Acc:HGNC:34520]	-0.019155784	
SMR3B	submaxillary gland androgen regulated protein 3B [Source:HGNC Symbol;Acc:HGNC:17326]	-0.019163389	
ZDHHC24	zinc finger DHHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:27387]	-0.01926015	
GALNT1	polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]	-0.019284787	
COPZ1	COPI coat complex subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:2243]	-0.019293683	
TMEM101	transmembrane protein 101 [Source:HGNC Symbol;Acc:HGNC:28653]	-0.019296765	
MAS1	MAS1 proto-oncogene, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:6899]	-0.019300807	
LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]	-0.019305024	
EIF5AL1	eukaryotic translation initiation factor 5A like 1 [Source:HGNC Symbol;Acc:HGNC:17419]	-0.019323818	
NCKAP5	NCK associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]	-0.019325309	
CTNNAL1	catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512]	-0.019347798	
LRP1B	LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693]	-0.019360386	
MTMR14	myotubularin related protein 14 [Source:HGNC Symbol;Acc:HGNC:26190]	-0.019371452	
HARS1	histidyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4816]	-0.019388136	
METAP1	methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]	-0.019443061	
RUVBL2	RuvB like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475]	-0.019473135	
TPBG	trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]	-0.019486338	
RPL26L1	ribosomal protein L26 like 1 [Source:HGNC Symbol;Acc:HGNC:17050]	-0.019506434	
ATG4D	autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789]	-0.019545423	
MYO5A	myosin VA [Source:HGNC Symbol;Acc:HGNC:7602]	-0.019549072	
GTF2IRD2	GTF2I repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30775]	-0.019568702	
NR1H4	nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]	-0.019580659	
NR2F6	nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]	-0.019599564	
ZNF843	zinc finger protein 843 [Source:HGNC Symbol;Acc:HGNC:28710]	-0.019617075	
HSPB3	heat shock protein family B (small) member 3 [Source:HGNC Symbol;Acc:HGNC:5248]	-0.019653585	
STARD4	StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]	-0.019707844	
RNASE11	ribonuclease A family member 11 (inactive) [Source:HGNC Symbol;Acc:HGNC:19269]	-0.019716332	
CSF3R	colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439]	-0.019732019	
TTC5	tetratricopeptide repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:19274]	-0.019738289	
HCN1	hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845]	-0.019740375	
TUBGCP3	tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]	-0.019767426	
SAFB	scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520]	-0.019783624	
MLH1	mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]	-0.01978619	
NKX3-1	NK3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7838]	-0.01978757	
VPS8	VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122]	-0.019857949	
LARGE2	LARGE xylosyl- and glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16522]	-0.019865895	
CCKBR	cholecystokinin B receptor [Source:HGNC Symbol;Acc:HGNC:1571]	-0.019873146	
MYO7B	myosin VIIB [Source:HGNC Symbol;Acc:HGNC:7607]	-0.019887045	
MED29	mediator complex subunit 29 [Source:HGNC Symbol;Acc:HGNC:23074]	-0.019892571	
BMPR1B	bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077]	-0.019917015	
WTIP	WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]	-0.019920148	
NEK1	NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]	-0.019949397	
RBM47	RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]	-0.019974751	
P2RX4	purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]	-0.019990971	
MRPS9	mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]	-0.020063305	
CTCF	CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]	-0.020087738	
MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]	-0.020117236	
ANXA10	annexin A10 [Source:HGNC Symbol;Acc:HGNC:534]	-0.020130547	
NARF	nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]	-0.020131577	
CASP6	caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]	-0.020133276	
TRMT13	tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]	-0.020175876	
PCYT2	phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]	-0.020282468	
LRRC75A	leucine rich repeat containing 75A [Source:HGNC Symbol;Acc:HGNC:32403]	-0.020298064	
NID1	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]	-0.020325998	
SOX11	SRY-box transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11191]	-0.020347266	
MTFR2	mitochondrial fission regulator 2 [Source:HGNC Symbol;Acc:HGNC:21115]	-0.020358581	
ATG10	autophagy related 10 [Source:HGNC Symbol;Acc:HGNC:20315]	-0.020372836	
KLB	klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]	-0.020396024	
SPRR1B	small proline rich protein 1B [Source:HGNC Symbol;Acc:HGNC:11260]	-0.020465324	
XAB2	XPA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14089]	-0.020507198	
CMKLR1	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	-0.020515695	
RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]	-0.020519372	
C11orf65	chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]	-0.020546814	
IZUMO1R	IZUMO1 receptor, JUNO [Source:HGNC Symbol;Acc:HGNC:32565]	-0.02055094	
INPP5K	inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol;Acc:HGNC:33882]	-0.02058012	
NSMCE1	NSE1 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:29897]	-0.020590981	
SRSF6	serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788]	-0.020620452	
NAT1	N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]	-0.02070777	
CDR2	cerebellar degeneration related protein 2 [Source:HGNC Symbol;Acc:HGNC:1799]	-0.020741992	
SCAP	SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]	-0.02075445	
SCO1	synthesis of cytochrome C oxidase 1 [Source:HGNC Symbol;Acc:HGNC:10603]	-0.020874988	
IP6K3	inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]	-0.020911722	
LCN2	lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]	-0.02095794	
MRPS25	mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511]	-0.020977378	
FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	-0.020988712	
TMEM9B	TMEM9 domain family member B [Source:HGNC Symbol;Acc:HGNC:1168]	-0.021000676	
RSPH3	radial spoke head 3 [Source:HGNC Symbol;Acc:HGNC:21054]	-0.021045335	
GRAMD1C	GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252]	-0.021071764	
C9orf152	chromosome 9 open reading frame 152 [Source:HGNC Symbol;Acc:HGNC:31455]	-0.021080205	
WASHC3	WASH complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:24256]	-0.021106511	
SUGCT	succinyl-CoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:HGNC:16001]	-0.021109262	
MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:26689]	-0.02112884	
ZNF367	zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320]	-0.021132058	
MTPAP	mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:HGNC:25532]	-0.021158678	
WIZ	WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917]	-0.02123519	
CNOT3	CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]	-0.021258045	
TICAM1	toll like receptor adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:18348]	-0.021259945	
DOCK8	dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:HGNC:19191]	-0.021296278	
ZNF274	zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]	-0.021305902	
USP42	ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068]	-0.02131341	
CRY2	cryptochrome circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:2385]	-0.021318965	
MAPRE1	microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]	-0.021348296	
ATE1	arginyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:782]	-0.021367697	
ZNF592	zinc finger protein 592 [Source:HGNC Symbol;Acc:HGNC:28986]	-0.021377621	
FBXO36	F-box protein 36 [Source:HGNC Symbol;Acc:HGNC:27020]	-0.021378055	
SUB1	SUB1 regulator of transcription [Source:HGNC Symbol;Acc:HGNC:19985]	-0.02137922	
PTGDR	prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]	-0.021423932	
ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]	-0.0214647	
SRD5A2	steroid 5 alpha-reductase 2 [Source:HGNC Symbol;Acc:HGNC:11285]	-0.02146976	
FAM126A	family with sequence similarity 126 member A [Source:HGNC Symbol;Acc:HGNC:24587]	-0.021492228	
CTNNBL1	catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]	-0.021508249	
CNTF	ciliary neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:2169]	-0.021533608	
STK25	serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]	-0.021537067	
SPRED2	sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]	-0.021592569	
POTEJ	POTE ankyrin domain family member J [Source:HGNC Symbol;Acc:HGNC:37094]	-0.021638222	
PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997]	-0.021641638	
HIPK2	homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]	-0.021664316	
PRIM2	DNA primase subunit 2 [Source:HGNC Symbol;Acc:HGNC:9370]	-0.02166569	
ZBTB21	zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]	-0.02167685	
TDRD15	tudor domain containing 15 [Source:HGNC Symbol;Acc:HGNC:45037]	-0.021683378	
CCNL2	cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]	-0.021686524	
GAN	gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]	-0.021697354	
RABEP1	rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]	-0.0216975	
TSC1	TSC complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:12362]	-0.021699209	
H3-5	H3.5 histone [Source:HGNC Symbol;Acc:HGNC:33164]	-0.021713592	
KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243]	-0.021718292	
RPS6KA5	ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]	-0.021738486	
YEATS2	YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489]	-0.021837102	
AIF1	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	-0.021886153	
LSAMP	limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]	-0.021902183	
JPH2	junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]	-0.021959217	
PRLR	prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]	-0.02196565	
SLC35F2	solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]	-0.021970969	
PRPF40B	pre-mRNA processing factor 40 homolog B [Source:HGNC Symbol;Acc:HGNC:25031]	-0.021981942	
ZNF345	zinc finger protein 345 [Source:HGNC Symbol;Acc:HGNC:16367]	-0.022021066	
HIP1R	huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]	-0.022027515	
BSPRY	B-box and SPRY domain containing [Source:HGNC Symbol;Acc:HGNC:18232]	-0.022035902	
STK10	serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]	-0.022038624	
MFSD10	major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16894]	-0.022040395	
NALCN	sodium leak channel, non-selective [Source:HGNC Symbol;Acc:HGNC:19082]	-0.022043504	
LENEP	lens epithelial protein [Source:HGNC Symbol;Acc:HGNC:14429]	-0.022044504	
RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]	-0.022079855	
CAPG	capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]	-0.022128223	
RALGPS1	Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:HGNC:16851]	-0.022155015	
KCNU1	potassium calcium-activated channel subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:18867]	-0.02218229	
THRB	thyroid hormone receptor beta [Source:HGNC Symbol;Acc:HGNC:11799]	-0.022185063	
E2F3	E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]	-0.022197042	
AP1G2	adaptor related protein complex 1 subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:556]	-0.022207586	
SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]	-0.02221229	
DCPS	decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]	-0.022243794	
HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011]	-0.022273319	
MICALL1	MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]	-0.022283517	
LYVE1	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	-0.022290248	
MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]	-0.022291237	
NIPAL2	NIPA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25854]	-0.022309462	
KCNQ5	potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]	-0.022334618	
SLITRK3	SLIT and NTRK like family member 3 [Source:HGNC Symbol;Acc:HGNC:23501]	-0.022341868	
HDAC11	histone deacetylase 11 [Source:HGNC Symbol;Acc:HGNC:19086]	-0.022377051	
CC2D2A	coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]	-0.02239211	
OR10A4	olfactory receptor family 10 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15130]	-0.022401843	
PAAF1	proteasomal ATPase associated factor 1 [Source:HGNC Symbol;Acc:HGNC:25687]	-0.022419468	
ZBTB3	zinc finger and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22918]	-0.022421647	
CMYA5	cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]	-0.022442233	
CDR2L	cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999]	-0.022447234	
GTF2F2	general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]	-0.022511827	
RELA	RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]	-0.022517743	
SIVA1	SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712]	-0.0225385	
IWS1	interacts with SUPT6H, CTD assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:25467]	-0.022571675	
SNRPD3	small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160]	-0.022577392	
ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]	-0.022590406	
INPP4A	inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]	-0.022650087	
