NAME	TITLE	SCORE	
PPP1R3E	protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]	0.0	
PPP1R3D	protein phosphatase 1 regulatory subunit 3D [Source:HGNC Symbol;Acc:HGNC:9294]	0.0	
PPP1R37	protein phosphatase 1 regulatory subunit 37 [Source:HGNC Symbol;Acc:HGNC:27607]	0.0	
PRH2	proline rich protein HaeIII subfamily 2 [Source:HGNC Symbol;Acc:HGNC:9367]	0.0	
GTF2A1L	general transcription factor IIA subunit 1 like [Source:HGNC Symbol;Acc:HGNC:30727]	0.0	
STX19	syntaxin 19 [Source:HGNC Symbol;Acc:HGNC:19300]	0.0	
TSNAX	translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]	0.0	
AKR1C1	aldo-keto reductase family 1 member C1 [Source:HGNC Symbol;Acc:HGNC:384]	0.0	
AKR1C3	aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]	0.0	
PRM2	protamine 2 [Source:HGNC Symbol;Acc:HGNC:9448]	0.0	
PRM1	protamine 1 [Source:HGNC Symbol;Acc:HGNC:9447]	0.0	
DIMT1	DIMT1 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:30217]	0.0	
PRM3	protamine 3 [Source:HGNC Symbol;Acc:HGNC:13732]	0.0	
FUT4	fucosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4015]	0.0	
NPHP3	nephrocystin 3 [Source:HGNC Symbol;Acc:HGNC:7907]	0.0	
DOLK	dolichol kinase [Source:HGNC Symbol;Acc:HGNC:23406]	0.0	
PRR4	proline rich 4 [Source:HGNC Symbol;Acc:HGNC:18020]	0.0	
PLA2G4B	phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]	0.0	
OR4F29	olfactory receptor family 4 subfamily F member 29 [Source:HGNC Symbol;Acc:HGNC:31275]	0.0	
PDLIM4	PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]	0.0	
OR4F21	olfactory receptor family 4 subfamily F member 21 [Source:HGNC Symbol;Acc:HGNC:19583]	0.0	
OR4F16	olfactory receptor family 4 subfamily F member 16 [Source:HGNC Symbol;Acc:HGNC:15079]	0.0	
ACOT1	acyl-CoA thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:33128]	0.0	
TRIM6	tripartite motif containing 6 [Source:HGNC Symbol;Acc:HGNC:16277]	0.0	
C17orf50	chromosome 17 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:29581]	0.0	
C17orf78	chromosome 17 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:26831]	0.0	
SEPTIN1	septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]	0.0	
SERPIND1	serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838]	0.0	
C14orf180	chromosome 14 open reading frame 180 [Source:HGNC Symbol;Acc:HGNC:33795]	0.0	
LPCAT3	lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]	0.0	
ANKRD34A	ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]	0.0	
RPL35A	ribosomal protein L35a [Source:HGNC Symbol;Acc:HGNC:10345]	0.0	
SEMA4G	semaphorin 4G [Source:HGNC Symbol;Acc:HGNC:10735]	0.0	
SYCP3	synaptonemal complex protein 3 [Source:HGNC Symbol;Acc:HGNC:18130]	0.0	
PLPP6	phospholipid phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:23682]	0.0	
PLPP5	phospholipid phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:25026]	0.0	
BOLA2	bolA family member 2 [Source:HGNC Symbol;Acc:HGNC:29488]	0.0	
LCN12	lipocalin 12 [Source:HGNC Symbol;Acc:HGNC:28733]	0.0	
LCN10	lipocalin 10 [Source:HGNC Symbol;Acc:HGNC:20892]	0.0	
TVP23C-CDRT4	TVP23C-CDRT4 readthrough [Source:HGNC Symbol;Acc:HGNC:42961]	0.0	
SIGLEC14	sialic acid binding Ig like lectin 14 [Source:HGNC Symbol;Acc:HGNC:32926]	0.0	
RAD51D	RAD51 paralog D [Source:HGNC Symbol;Acc:HGNC:9823]	0.0	
NME8	NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]	0.0	
LY6G6C	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	0.0	
LY6G6D	lymphocyte antigen 6 family member G6D [Source:HGNC Symbol;Acc:HGNC:13935]	0.0	
LY6G6E	lymphocyte antigen 6 family member G6E [Source:HGNC Symbol;Acc:HGNC:13934]	0.0	
LY6G6F	lymphocyte antigen 6 family member G6F [Source:HGNC Symbol;Acc:HGNC:13933]	0.0	
IPCEF1	interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]	0.0	
KCTD4	potassium channel tetramerization domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23227]	0.0	
C10orf105	chromosome 10 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:20304]	0.0	
PSAPL1	prosaposin like 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:33131]	0.0	
TAS2R3	taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910]	0.0	
TAS2R4	taste 2 receptor member 4 [Source:HGNC Symbol;Acc:HGNC:14911]	0.0	
MLANA	melan-A [Source:HGNC Symbol;Acc:HGNC:7124]	0.0	
S1PR2	sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169]	0.0	
RWDD3	RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]	0.0	
NAP1L5	nucleosome assembly protein 1 like 5 [Source:HGNC Symbol;Acc:HGNC:19968]	0.0	
ITSN1	intersectin 1 [Source:HGNC Symbol;Acc:HGNC:6183]	0.0	
FAM243A	family with sequence similarity 243 member A [Source:HGNC Symbol;Acc:HGNC:39602]	0.0	
SMCO3	single-pass membrane protein with coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:34401]	0.0	
MAMDC4	MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083]	0.0	
SDHAF2	succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:26034]	0.0	
CHST4	carbohydrate sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:1972]	0.0	
CHST5	carbohydrate sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:1973]	0.0	
DCBLD1	discoidin, CUB and LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21479]	0.0	
IFNA16	interferon alpha 16 [Source:HGNC Symbol;Acc:HGNC:5421]	0.0	
SRSF2	serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]	0.0	
PTPRCAP	protein tyrosine phosphatase receptor type C associated protein [Source:HGNC Symbol;Acc:HGNC:9667]	0.0	
IFNA10	interferon alpha 10 [Source:HGNC Symbol;Acc:HGNC:5418]	0.0	
KRTAP4-8	keratin associated protein 4-8 [Source:HGNC Symbol;Acc:HGNC:17230]	0.0	
AC026310.1	brain protein I3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32543]	0.0	
NNAT	neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]	0.0	
POTEB3	POTE ankyrin domain family member B3 [Source:HGNC Symbol;Acc:HGNC:51240]	0.0	
MTRNR2L5	MT-RNR2 like 5 [Source:HGNC Symbol;Acc:HGNC:37162]	0.0	
MTRNR2L3	MT-RNR2 like 3 [Source:HGNC Symbol;Acc:HGNC:37157]	0.0	
MTRNR2L4	MT-RNR2 like 4 [Source:HGNC Symbol;Acc:HGNC:37161]	0.0	
C6orf163	chromosome 6 open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:21403]	0.0	
FILIP1L	filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]	0.0	
UBA5	ubiquitin like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:HGNC:23230]	0.0	
IFIT1B	interferon induced protein with tetratricopeptide repeats 1B [Source:HGNC Symbol;Acc:HGNC:23442]	0.0	
PTGES3L	prostaglandin E synthase 3 like [Source:HGNC Symbol;Acc:HGNC:43943]	0.0	
TSPO2	translocator protein 2 [Source:HGNC Symbol;Acc:HGNC:21256]	0.0	
PTX3	pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]	0.0	
FAM122A	family with sequence similarity 122A [Source:HGNC Symbol;Acc:HGNC:23490]	0.0	
WDR90	WD repeat domain 90 [Source:HGNC Symbol;Acc:HGNC:26960]	0.0	
BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:18561]	0.0	
BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:4200]	0.0	
BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:20914]	0.0	
WDR24	WD repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:20852]	0.0	
DRD5	dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026]	0.0	
MAP3K11	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]	0.0	
COA8	cytochrome c oxidase assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:20492]	0.0	
MEP1B	meprin A subunit beta [Source:HGNC Symbol;Acc:HGNC:7020]	0.0	
DNAJB7	DnaJ heat shock protein family (Hsp40) member B7 [Source:HGNC Symbol;Acc:HGNC:24986]	0.0	
RSC1A1	regulator of solute carriers 1 [Source:HGNC Symbol;Acc:HGNC:10458]	0.0	
IFITM1	interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]	0.0	
IFIT1	interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]	0.0	
IFIT3	interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]	0.0	
IFIT2	interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409]	0.0	
RPS17	ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]	0.0	
PRAMEF22	PRAME family member 22 [Source:HGNC Symbol;Acc:HGNC:34393]	0.0	
YOD1	YOD1 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:25035]	0.0	
PRAMEF10	PRAME family member 10 [Source:HGNC Symbol;Acc:HGNC:27997]	0.0	
PRAMEF17	PRAME family member 17 [Source:HGNC Symbol;Acc:HGNC:29485]	0.0	
PRAMEF18	PRAME family member 18 [Source:HGNC Symbol;Acc:HGNC:30693]	0.0	
PRAMEF14	PRAME family member 14 [Source:HGNC Symbol;Acc:HGNC:13576]	0.0	
TMEM74B	transmembrane protein 74B [Source:HGNC Symbol;Acc:HGNC:15893]	0.0	
RPS28	ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418]	0.0	
GP1BB	glycoprotein Ib platelet subunit beta [Source:HGNC Symbol;Acc:HGNC:4440]	0.0	
AMIGO3	adhesion molecule with Ig like domain 3 [Source:HGNC Symbol;Acc:HGNC:24075]	0.0	
ZDHHC22	zinc finger DHHC-type palmitoyltransferase 22 [Source:HGNC Symbol;Acc:HGNC:20106]	0.0	
RPRML	reprimo like [Source:HGNC Symbol;Acc:HGNC:32422]	0.0	
PSG11	pregnancy specific beta-1-glycoprotein 11 [Source:HGNC Symbol;Acc:HGNC:9516]	0.0	
GPSM2	G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501]	0.0	
CORT	cortistatin [Source:HGNC Symbol;Acc:HGNC:2257]	0.0	
AKT1S1	AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426]	0.0	
SAMD10	sterile alpha motif domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16129]	0.0	
CSNK2A3	casein kinase 2 alpha 3 [Source:HGNC Symbol;Acc:HGNC:2458]	0.0	
LXN	latexin [Source:HGNC Symbol;Acc:HGNC:13347]	0.0	
FAM221B	family with sequence similarity 221 member B [Source:HGNC Symbol;Acc:HGNC:30762]	0.0	
KLRK1	killer cell lectin like receptor K1 [Source:HGNC Symbol;Acc:HGNC:18788]	0.0	
NR0B2	nuclear receptor subfamily 0 group B member 2 [Source:HGNC Symbol;Acc:HGNC:7961]	0.0	
PCDHGA10	protocadherin gamma subfamily A, 10 [Source:HGNC Symbol;Acc:HGNC:8697]	0.0	
PCDHGA11	protocadherin gamma subfamily A, 11 [Source:HGNC Symbol;Acc:HGNC:8698]	0.0	
PCDHGA12	protocadherin gamma subfamily A, 12 [Source:HGNC Symbol;Acc:HGNC:8699]	0.0	
TICAM2	toll like receptor adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:21354]	0.0	
MAK	male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]	0.0	
SLC25A51	solute carrier family 25 member 51 [Source:HGNC Symbol;Acc:HGNC:23323]	0.0	
RNASEH2A	ribonuclease H2 subunit A [Source:HGNC Symbol;Acc:HGNC:18518]	0.0	
FAM229A	family with sequence similarity 229 member A [Source:HGNC Symbol;Acc:HGNC:44652]	0.0	
DEFA3	defensin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2762]	0.0	
FOXN1	forkhead box N1 [Source:HGNC Symbol;Acc:HGNC:12765]	0.0	
CXCL10	C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]	0.0	
CXCL11	C-X-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10638]	0.0	
SCHIP1	schwannomin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15678]	0.0	
CELF6	CUGBP Elav-like family member 6 [Source:HGNC Symbol;Acc:HGNC:14059]	0.0	
PVRIG	PVR related immunoglobulin domain containing [Source:HGNC Symbol;Acc:HGNC:32190]	0.0	
MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	0.0	
MIA	MIA SH3 domain containing [Source:HGNC Symbol;Acc:HGNC:7076]	0.0	
NPFF	neuropeptide FF-amide peptide precursor [Source:HGNC Symbol;Acc:HGNC:7901]	0.0	
NSMCE3	NSE3 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:7677]	0.0	
HASPIN	histone H3 associated protein kinase [Source:HGNC Symbol;Acc:HGNC:19682]	0.0	
RBM12	RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]	0.0	
GLIPR1L1	GLIPR1 like 1 [Source:HGNC Symbol;Acc:HGNC:28392]	0.0	
FKBP11	FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624]	0.0	
C20orf144	chromosome 20 open reading frame 144 [Source:HGNC Symbol;Acc:HGNC:16137]	0.0	
C20orf141	chromosome 20 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:16134]	0.0	
KRTAP23-1	keratin associated protein 23-1 [Source:HGNC Symbol;Acc:HGNC:18928]	0.0	
AJM1	apical junction component 1 homolog [Source:HGNC Symbol;Acc:HGNC:37284]	0.0	
RBM27	RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]	0.0	
HMGB4	high mobility group box 4 [Source:HGNC Symbol;Acc:HGNC:24954]	0.0	
KRTAP10-1	keratin associated protein 10-1 [Source:HGNC Symbol;Acc:HGNC:22966]	0.0	
RBM14	RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219]	0.0	
CFAP57	cilia and flagella associated protein 57 [Source:HGNC Symbol;Acc:HGNC:26485]	0.0	
HEPN1	hepatocellular carcinoma, down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:34400]	0.0	
GOSR2	golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431]	0.0	
TAF9	TATA-box binding protein associated factor 9 [Source:HGNC Symbol;Acc:HGNC:11542]	0.0	
EPS8L3	EPS8 like 3 [Source:HGNC Symbol;Acc:HGNC:21297]	0.0	
KRTAP10-3	keratin associated protein 10-3 [Source:HGNC Symbol;Acc:HGNC:22968]	0.0	
KRTAP10-2	keratin associated protein 10-2 [Source:HGNC Symbol;Acc:HGNC:22967]	0.0	
KRTAP10-5	keratin associated protein 10-5 [Source:HGNC Symbol;Acc:HGNC:22969]	0.0	
KRTAP10-4	keratin associated protein 10-4 [Source:HGNC Symbol;Acc:HGNC:20521]	0.0	
KRTAP10-7	keratin associated protein 10-7 [Source:HGNC Symbol;Acc:HGNC:22970]	0.0	
KRTAP10-6	keratin associated protein 10-6 [Source:HGNC Symbol;Acc:HGNC:20523]	0.0	
KRTAP10-9	keratin associated protein 10-9 [Source:HGNC Symbol;Acc:HGNC:22971]	0.0	
KRTAP10-8	keratin associated protein 10-8 [Source:HGNC Symbol;Acc:HGNC:20525]	0.0	
THRSP	thyroid hormone responsive [Source:HGNC Symbol;Acc:HGNC:11800]	0.0	
PRDX2	peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]	0.0	
CEMP1	cementum protein 1 [Source:HGNC Symbol;Acc:HGNC:32553]	0.0	
GCNT7	glucosaminyl (N-acetyl) transferase family member 7 [Source:HGNC Symbol;Acc:HGNC:16099]	0.0	
LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]	0.0	
TAP2	transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]	0.0	
TAP1	transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]	0.0	
NUTM2G	NUT family member 2G [Source:HGNC Symbol;Acc:HGNC:23449]	0.0	
IAPP	islet amyloid polypeptide [Source:HGNC Symbol;Acc:HGNC:5329]	0.0	
KRBA2	KRAB-A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26989]	0.0	
CNGA1	cyclic nucleotide gated channel subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:2148]	0.0	
KCNJ13	potassium inwardly rectifying channel subfamily J member 13 [Source:HGNC Symbol;Acc:HGNC:6259]	0.0	
ACSM1	acyl-CoA synthetase medium chain family member 1 [Source:HGNC Symbol;Acc:HGNC:18049]	0.0	
KTI12	KTI12 chromatin associated homolog [Source:HGNC Symbol;Acc:HGNC:25160]	0.0	
CXCR6	C-X-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:16647]	0.0	
ERG28	ergosterol biosynthesis 28 homolog [Source:HGNC Symbol;Acc:HGNC:1187]	0.0	
KLRC3	killer cell lectin like receptor C3 [Source:HGNC Symbol;Acc:HGNC:6376]	0.0	
KLRC4	killer cell lectin like receptor C4 [Source:HGNC Symbol;Acc:HGNC:6377]	0.0	
UBTFL1	upstream binding transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:14533]	0.0	
EGFL8	EGF like domain multiple 8 [Source:HGNC Symbol;Acc:HGNC:13944]	0.0	
SCGB1C2	secretoglobin family 1C member 2 [Source:HGNC Symbol;Acc:HGNC:51242]	0.0	
SCGB1C1	secretoglobin family 1C member 1 [Source:HGNC Symbol;Acc:HGNC:18394]	0.0	
OR52B6	olfactory receptor family 52 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:15211]	0.0	
METRN	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	0.0	
SYS1-DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:33535]	0.0	
RBM12B-AS1	RBM12B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28818]	0.0	
CENPS	centromere protein S [Source:HGNC Symbol;Acc:HGNC:23163]	0.0	
EXOC3L2	exocyst complex component 3 like 2 [Source:HGNC Symbol;Acc:HGNC:30162]	0.0	
DNAH10OS	dynein axonemal heavy chain 10 opposite strand [Source:HGNC Symbol;Acc:HGNC:37121]	0.0	
PSKH2	protein serine kinase H2 [Source:HGNC Symbol;Acc:HGNC:18997]	0.0	
OR51T1	olfactory receptor family 51 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:15205]	0.0	
INO80B	INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324]	0.0	
OR51S1	olfactory receptor family 51 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15204]	0.0	
OGN	osteoglycin [Source:HGNC Symbol;Acc:HGNC:8126]	0.0	
SMIM18	small integral membrane protein 18 [Source:HGNC Symbol;Acc:HGNC:42973]	0.0	
SPACA4	sperm acrosome associated 4 [Source:HGNC Symbol;Acc:HGNC:16441]	0.0	
C1GALT1C1L	C1GALT1 specific chaperone 1 like [Source:HGNC Symbol;Acc:HGNC:51617]	0.0	
CCDC97	coiled-coil domain containing 97 [Source:HGNC Symbol;Acc:HGNC:28289]	0.0	
CCDC78	coiled-coil domain containing 78 [Source:HGNC Symbol;Acc:HGNC:14153]	0.0	
OMD	osteomodulin [Source:HGNC Symbol;Acc:HGNC:8134]	0.0	
OMG	oligodendrocyte myelin glycoprotein [Source:HGNC Symbol;Acc:HGNC:8135]	0.0	
ALG3	ALG3 alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]	0.0	
OMP	olfactory marker protein [Source:HGNC Symbol;Acc:HGNC:8136]	0.0	
OR51J1	olfactory receptor family 51 subfamily J member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14856]	0.0	
RTBDN	retbindin [Source:HGNC Symbol;Acc:HGNC:30310]	0.0	
OR51I2	olfactory receptor family 51 subfamily I member 2 [Source:HGNC Symbol;Acc:HGNC:15201]	0.0	
OR51I1	olfactory receptor family 51 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15200]	0.0	
ZBED6CL	ZBED6 C-terminal like [Source:HGNC Symbol;Acc:HGNC:21720]	0.0	
OR51Q1	olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14851]	0.0	
MUC15	mucin 15, cell surface associated [Source:HGNC Symbol;Acc:HGNC:14956]	0.0	
OR51M1	olfactory receptor family 51 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14847]	0.0	
DIABLO	diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]	0.0	
OR51B6	olfactory receptor family 51 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:19600]	0.0	
OR51B5	olfactory receptor family 51 subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:19599]	0.0	
OR51B4	olfactory receptor family 51 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:14708]	0.0	
KRTAP12-1	keratin associated protein 12-1 [Source:HGNC Symbol;Acc:HGNC:20529]	0.0	
KRTAP12-3	keratin associated protein 12-3 [Source:HGNC Symbol;Acc:HGNC:20531]	0.0	
KRTAP12-2	keratin associated protein 12-2 [Source:HGNC Symbol;Acc:HGNC:20530]	0.0	
KRTAP12-4	keratin associated protein 12-4 [Source:HGNC Symbol;Acc:HGNC:20532]	0.0	
FAM151A	family with sequence similarity 151 member A [Source:HGNC Symbol;Acc:HGNC:25032]	0.0	
OR51A4	olfactory receptor family 51 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:14795]	0.0	
OR51A2	olfactory receptor family 51 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:14764]	0.0	
OR51A7	olfactory receptor family 51 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:15188]	0.0	
OR51H1	olfactory receptor family 51 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14833]	0.0	
PINX1	PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]	0.0	
OR51G2	olfactory receptor family 51 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15198]	0.0	
OR51F2	olfactory receptor family 51 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:15197]	0.0	
PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:18053]	0.0	
CDK11B	cyclin dependent kinase 11B [Source:HGNC Symbol;Acc:HGNC:1729]	0.0	
NAA80	N-alpha-acetyltransferase 80, NatH catalytic subunit [Source:HGNC Symbol;Acc:HGNC:30252]	0.0	
ABHD14A-ACY1	ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]	0.0	
FLRT3	fibronectin leucine rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3762]	0.0	
FLRT1	fibronectin leucine rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3760]	0.0	
ALX3	ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449]	0.0	
CEP76	centrosomal protein 76 [Source:HGNC Symbol;Acc:HGNC:25727]	0.0	
COL10A1	collagen type X alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2185]	0.0	
PDF	peptide deformylase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30012]	0.0	
CLCF1	cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]	0.0	
CEP19	centrosomal protein 19 [Source:HGNC Symbol;Acc:HGNC:28209]	0.0	
CLCC1	chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]	0.0	
PAPOLB	poly(A) polymerase beta [Source:HGNC Symbol;Acc:HGNC:15970]	0.0	
TSSK4	testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]	0.0	
TSSK2	testis specific serine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11401]	0.0	
KRBOX1	KRAB box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:38708]	0.0	
DVL3	dishevelled segment polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:3087]	0.0	
GOLGA6C	golgin A6 family member C [Source:HGNC Symbol;Acc:HGNC:32206]	0.0	
NPIPA2	nuclear pore complex interacting protein family member A2 [Source:HGNC Symbol;Acc:HGNC:41979]	0.0	
CCDC43	coiled-coil domain containing 43 [Source:HGNC Symbol;Acc:HGNC:26472]	0.0	
PLN	phospholamban [Source:HGNC Symbol;Acc:HGNC:9080]	0.0	
POLR2H	RNA polymerase II subunit H [Source:HGNC Symbol;Acc:HGNC:9195]	0.0	
CCDC65	coiled-coil domain containing 65 [Source:HGNC Symbol;Acc:HGNC:29937]	0.0	
OR52N1	olfactory receptor family 52 subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:14853]	0.0	
OR52N5	olfactory receptor family 52 subfamily N member 5 [Source:HGNC Symbol;Acc:HGNC:15231]	0.0	
OR52N4	olfactory receptor family 52 subfamily N member 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15230]	0.0	
OR52N2	olfactory receptor family 52 subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:15228]	0.0	
KRTAP10-10	keratin associated protein 10-10 [Source:HGNC Symbol;Acc:HGNC:22972]	0.0	
KRTAP10-11	keratin associated protein 10-11 [Source:HGNC Symbol;Acc:HGNC:20528]	0.0	
KRTAP10-12	keratin associated protein 10-12 [Source:HGNC Symbol;Acc:HGNC:20533]	0.0	
IFNA7	interferon alpha 7 [Source:HGNC Symbol;Acc:HGNC:5428]	0.0	
CLDN22	claudin 22 [Source:HGNC Symbol;Acc:HGNC:2044]	0.0	
CLDN20	claudin 20 [Source:HGNC Symbol;Acc:HGNC:2042]	0.0	
KBTBD4	kelch repeat and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23761]	0.0	
CT62	cancer/testis associated 62 [Source:HGNC Symbol;Acc:HGNC:27286]	0.0	
OR52E4	olfactory receptor family 52 subfamily E member 4 [Source:HGNC Symbol;Acc:HGNC:15213]	0.0	
